synset	domain 
Synset('universal_joint.n.01')	Synset('mechanical_device.n.01')
Synset('loss_of_consciousness.n.01')	Synset('change.n.01')
Synset('piece_of_leather.n.01')	Synset('piece.n.01')
Synset('sound_hole.n.01')	Synset('opening.n.10')
Synset('military_capability.n.01')	Synset('quality.n.01')-misc
Synset('bronco_busting.n.01')	Synset('travel.n.01')
Synset('gadfly.n.02')	Synset('insect.n.01')-misc
Synset('britannia_metal.n.01')	Synset('mixture.n.01')
Synset('scrub_pine.n.01')	Synset('gymnospermous_tree.n.01')
Synset('penlight.n.01')	Synset('source_of_illumination.n.01')
Synset('cheeseboard.n.01')	Synset('container.n.01')-misc
Synset('autosomal_recessive_disease.n.01')	Synset('genetic_disease.n.01')
Synset('sapphire.n.01')	Synset('crystal.n.01')
Synset('biosafety_level_2.n.01')	Synset('rank.n.02')
Synset('algebraic_number.n.01')	Synset('number.n.02')-misc
Synset('sapphire.n.02')	Synset('adornment.n.01')
Synset('going_ashore.n.01')	Synset('action.n.01')-misc
Synset('displaced_person.n.01')	Synset('traveler.n.01')
Synset('sophisticate.n.01')	Synset('adult.n.01')-misc
Synset('yearbook.n.01')	Synset('work.n.02')
Synset('phenomenon.n.01')	Synset('phenomenon.n.01')-misc
Synset('nuclear_magnetic_resonance.n.01')	Synset('physical_phenomenon.n.01')-misc
Synset('pay_rate.n.01')	Synset('charge.n.03')
Synset('liberation_theology.n.01')	Synset('know-how.n.01')
Synset('trismus.n.01')	Synset('symptom.n.01')-misc
Synset('pygmy_sperm_whale.n.01')	Synset('aquatic_mammal.n.01')
Synset('sundress.n.01')	Synset('clothing.n.01')-misc
Synset('sego_lily.n.01')	Synset('bulbous_plant.n.01')
Synset('board_game.n.01')	Synset('game.n.01')
Synset('bureau_of_intelligence_and_research.n.01')	Synset('agency.n.01')
Synset('improvised_explosive_device.n.01')	Synset('explosive_device.n.01')
Synset('psychology_department.n.01')	Synset('division.n.04')
Synset('dance_lesson.n.01')	Synset('profession.n.02')
Synset('ski_cap.n.01')	Synset('headdress.n.01')
Synset('coelacanth.n.01')	Synset('bony_fish.n.01')-misc
Synset('thortveitite.n.01')	Synset('mineral.n.01')-misc
Synset('teashop.n.01')	Synset('building.n.01')-misc
Synset('photoretinitis.n.01')	Synset('unfitness.n.01')
Synset('view.n.04')	Synset('extremity.n.04')
Synset('view.n.02')	Synset('representation.n.01')
Synset('view.n.03')	Synset('activity.n.01')-misc
Synset('headfast.n.01')	Synset('line.n.18')
Synset('eiderdown.n.02')	Synset('animal_material.n.01')
Synset('andradite.n.01')	Synset('crystal.n.01')
Synset('vector_sum.n.01')	Synset('concept.n.01')-misc
Synset('microphoning.n.01')	Synset('natural_process.n.01')-misc
Synset('lithuanian.n.02')	Synset('indo-european.n.02')
Synset('northern_pike.n.01')	Synset('percoid_fish.n.01')-misc
Synset('crossbill.n.01')	Synset('oscine.n.01')-misc
Synset('lithuanian.n.01')	Synset('european.n.01')
Synset('anguillan.n.01')	Synset('american.n.03')
Synset('collapse.n.01')	Synset('illness.n.01')-misc
Synset('collapse.n.02')	Synset('happening.n.01')-misc
Synset('hitchhiker.n.01')	Synset('traveler.n.01')
Synset('treehopper.n.01')	Synset('homopterous_insect.n.01')
Synset('dressing_room.n.01')	Synset('room.n.01')
Synset('rose_window.n.01')	Synset('supporting_structure.n.01')
Synset('charnel_house.n.01')	Synset('topographic_point.n.01')
Synset('action_spectrum.n.01')	Synset('arrangement.n.02')-misc
Synset('kumquat.n.02')	Synset('edible_fruit.n.01')
Synset('vinifera_grape.n.02')	Synset('edible_fruit.n.01')
Synset('hundred_thousand.n.01')	Synset('integer.n.01')
Synset('pademelon.n.01')	Synset('mammal.n.01')-misc
Synset('lithomancer.n.01')	Synset('intellectual.n.01')
Synset('dactylorhiza.n.01')	Synset('monocot_genus.n.01')-misc
Synset('document.n.02')	Synset('representation.n.02')-misc
Synset('test_range.n.01')	Synset('facility.n.01')
Synset('strike_zone.n.01')	Synset('region.n.01')-misc
Synset('disk_cache.n.01')	Synset('memory_device.n.01')
Synset('blackheart.n.02')	Synset('fruit.n.01')-misc
Synset('bottle.n.01')	Synset('vessel.n.03')
Synset('kumquat.n.01')	Synset('fruit_tree.n.01')
Synset('slide_rule.n.01')	Synset('machine.n.01')-misc
Synset('pinguecula.n.01')	Synset('membrane.n.02')
Synset('unguiculata.n.01')	Synset('placental.n.01')-misc
Synset('musical_instrument_digital_interface.n.01')	Synset('direction.n.06')
Synset('community_of_scholars.n.01')	Synset('body.n.02')
Synset('guillemot.n.01')	Synset('seabird.n.01')
Synset('crape_jasmine.n.01')	Synset('shrub.n.01')-misc
Synset('lesbian.n.02')	Synset('european.n.01')
Synset('love-in-winter.n.01')	Synset('herb.n.01')-misc
Synset('primary_dysmenorrhea.n.01')	Synset('pain.n.01')
Synset('freudian.n.01')	Synset('follower.n.01')
Synset('aftershaft.n.01')	Synset('animal_material.n.01')
Synset('corvee.n.01')	Synset('labor.n.02')
Synset('whale_oil.n.01')	Synset('animal_material.n.01')
Synset('subspace.n.01')	Synset('abstraction.n.06')-misc
Synset('oto.n.02')	Synset('amerind.n.01')
Synset('oto.n.01')	Synset('amerindian.n.01')
Synset('camassia.n.01')	Synset('liliid_monocot_genus.n.01')
Synset('baseball.n.02')	Synset('game_equipment.n.01')
Synset('o.k..n.01')	Synset('approval.n.04')
Synset('royal_palm.n.01')	Synset('tree.n.01')-misc
Synset('doctor_of_humane_letters.n.01')	Synset('award.n.02')
Synset('liquefaction.n.01')	Synset('natural_process.n.01')-misc
Synset('thymelaeaceae.n.01')	Synset('dicot_family.n.01')
Synset('fancier.n.01')	Synset('person.n.01')-misc
Synset('inconvenience.n.03')	Synset('quality.n.01')-misc
Synset('limulus.n.01')	Synset('arthropod_genus.n.01')-misc
Synset('acroanesthesia.n.01')	Synset('physical_condition.n.01')-misc
Synset('nicaraguan_monetary_unit.n.01')	Synset('monetary_unit.n.01')-misc
Synset('burmannia.n.01')	Synset('monocot_genus.n.01')-misc
Synset('insufflation.n.02')	Synset('bodily_process.n.01')-misc
Synset('novena.n.01')	Synset('activity.n.01')-misc
Synset('nesokia.n.01')	Synset('mammal_genus.n.01')-misc
Synset('riding_mower.n.01')	Synset('tool.n.01')-misc
Synset('hypnosis.n.01')	Synset('psychological_state.n.01')
Synset('dendrocalamus.n.01')	Synset('monocot_genus.n.01')-misc
Synset('no-brainer.n.01')	Synset('undertaking.n.01')
Synset('leptotyphlopidae.n.01')	Synset('family.n.06')-misc
Synset('suiting.n.01')	Synset('fabric.n.01')-misc
Synset('broad.n.01')	Synset('female.n.02')
Synset('maxwell-boltzmann_distribution_law.n.01')	Synset('law.n.04')
Synset('dowager's_hump.n.01')	Synset('abnormality.n.01')
Synset('bird's_nest.n.01')	Synset('natural_object.n.01')-misc
Synset('lichen_planus.n.01')	Synset('skin_disease.n.01')
Synset('cayenne.n.03')	Synset('vegetable.n.01')
Synset('cayenne.n.02')	Synset('flavorer.n.01')-misc
Synset('overburden.n.01')	Synset('object.n.01')-misc
Synset('chiton.n.02')	Synset('mollusk.n.01')
Synset('ship_chandler.n.01')	Synset('capitalist.n.02')
Synset('haemopis.n.01')	Synset('genus.n.02')-misc
Synset('genus_philadelphus.n.01')	Synset('rosid_dicot_genus.n.01')-misc
Synset('galangal.n.01')	Synset('herb.n.01')-misc
Synset('lug.n.03')	Synset('structure.n.01')-misc
Synset('bullfighter.n.01')	Synset('person.n.01')-misc
Synset('anterior_vertebral_vein.n.01')	Synset('vein.n.01')
Synset('coating.n.03')	Synset('fabric.n.01')-misc
Synset('signals_intelligence.n.01')	Synset('operation.n.05')
Synset('ruralist.n.01')	Synset('advocate.n.01')
Synset('lyonia.n.01')	Synset('dilleniid_dicot_genus.n.01')-misc
Synset('coating.n.01')	Synset('coating.n.01')
Synset('mine.n.02')	Synset('explosive_device.n.01')
Synset('bitter_betch.n.01')	Synset('climber.n.01')
Synset('euphorbium.n.01')	Synset('material.n.01')-misc
Synset('linear_algebra.n.01')	Synset('science.n.01')-misc
Synset('fundus.n.01')	Synset('structure.n.04')-misc
Synset('leitmotiv.n.01')	Synset('music.n.01')-misc
Synset('airborne_transmission.n.01')	Synset('natural_object.n.01')-misc
Synset('lhasa.n.02')	Synset('dog.n.01')
Synset('continental_drift.n.01')	Synset('natural_phenomenon.n.01')-misc
Synset('titanosauridae.n.01')	Synset('family.n.06')-misc
Synset('shingon.n.01')	Synset('morality.n.01')
Synset('allemande.n.01')	Synset('condiment.n.01')
Synset('gulch.n.01')	Synset('geological_formation.n.01')
Synset('rose_of_sharon.n.01')	Synset('shrub.n.01')-misc
Synset('thumbprint.n.01')	Synset('mark.n.04')
Synset('nebuchadnezzar.n.02')	Synset('vessel.n.03')
Synset('cynoglossum.n.01')	Synset('genus.n.02')-misc
Synset('slow_loris.n.01')	Synset('primate.n.02')
Synset('alula.n.01')	Synset('covering.n.01')
Synset('broadtail.n.01')	Synset('animal_material.n.01')
Synset('film.n.03')	Synset('equipment.n.01')-misc
Synset('dustpan.n.02')	Synset('container.n.01')-misc
Synset('gorse.n.01')	Synset('shrub.n.01')-misc
Synset('deviltry.n.01')	Synset('transgression.n.01')
Synset('side_effect.n.02')	Synset('phenomenon.n.01')-misc
Synset('inventory_control.n.01')	Synset('control.n.05')
Synset('manual_labor.n.01')	Synset('labor.n.02')
Synset('butcher_shop.n.01')	Synset('establishment.n.04')
Synset('sword_cane.n.01')	Synset('implement.n.01')-misc
Synset('pyrographer.n.01')	Synset('creator.n.02')
Synset('martinet.n.01')	Synset('unwelcome_person.n.01')
Synset('pillbox.n.01')	Synset('headdress.n.01')
Synset('chronic_obstructive_pulmonary_disease.n.01')	Synset('disease.n.01')-misc
Synset('mayfly.n.01')	Synset('insect.n.01')-misc
Synset('needlenose_pliers.n.01')	Synset('bar.n.03')
Synset('coffee_cup.n.01')	Synset('article.n.02')
Synset('controlling_interest.n.01')	Synset('share.n.01')
Synset('remand.n.01')	Synset('motion.n.06')-misc
Synset('balata.n.01')	Synset('material.n.01')-misc
Synset('nonverbal_intelligence.n.01')	Synset('ability.n.02')-misc
Synset('limekiln.n.01')	Synset('enclosure.n.01')
Synset('imagination.n.01')	Synset('creativity.n.01')
Synset('lee.n.08')	Synset('extremity.n.04')
Synset('rh-negative_blood_type.n.01')	Synset('body_substance.n.01')
Synset('bloody_mary.n.02')	Synset('mixed_drink.n.01')
Synset('planetarium.n.02')	Synset('device.n.01')-misc
Synset('ctenophore_genus.n.01')	Synset('genus.n.02')-misc
Synset('skin_flick.n.01')	Synset('product.n.02')-misc
Synset('rump_roast.n.01')	Synset('meat.n.01')
Synset('australian_pea.n.01')	Synset('vine.n.01')-misc
Synset('polyvinyl_chloride.n.01')	Synset('resin.n.01')
Synset('indigestibility.n.01')	Synset('property.n.02')-misc
Synset('british_labour_party.n.01')	Synset('organization.n.01')-misc
Synset('drawl.n.01')	Synset('utterance.n.01')
Synset('stonecrop.n.01')	Synset('herb.n.01')-misc
Synset('sparer.n.01')	Synset('good_person.n.01')
Synset('kingdom_come.n.01')	Synset('time_period.n.01')-misc
Synset('court_game.n.01')	Synset('sport.n.01')
Synset('rynchops.n.01')	Synset('bird_genus.n.01')-misc
Synset('infusorian.n.01')	Synset('protoctist.n.01')
Synset('chat_room.n.01')	Synset('machine.n.01')-misc
Synset('leukemia.n.01')	Synset('malignancy.n.01')
Synset('euthenics.n.01')	Synset('life_science.n.01')
Synset('natural_gas.n.01')	Synset('substance.n.07')-misc
Synset('radius.n.04')	Synset('connective_tissue.n.01')
Synset('sentential_function.n.01')	Synset('statement.n.01')-misc
Synset('yerba_buena.n.01')	Synset('herb.n.01')-misc
Synset('clonidine.n.01')	Synset('medicine.n.02')-misc
Synset('software_documentation.n.01')	Synset('coding_system.n.01')
Synset('fuller's_earth.n.01')	Synset('earth.n.02')
Synset('fruit_bar.n.01')	Synset('cake.n.03')
Synset('hatchet.n.02')	Synset('cutting_implement.n.01')
Synset('membrane.n.02')	Synset('membrane.n.02')
Synset('present_participle.n.01')	Synset('class.n.01')
Synset('cypress_pine.n.01')	Synset('wood.n.01')
Synset('extra_large.n.01')	Synset('property.n.02')-misc
Synset('durra.n.01')	Synset('gramineous_plant.n.01')
Synset('castanopsis.n.01')	Synset('dicot_genus.n.01')-misc
Synset('dolomite.n.02')	Synset('mineral.n.01')-misc
Synset('prudence.n.01')	Synset('morality.n.01')
Synset('western_ladies'_tresses.n.01')	Synset('orchid.n.01')
Synset('fortnight.n.01')	Synset('time_period.n.01')-misc
Synset('myometritis.n.01')	Synset('inflammation.n.01')
Synset('serratus_posterior_inferior.n.01')	Synset('contractile_organ.n.01')
Synset('appetite.n.01')	Synset('feeling.n.01')-misc
Synset('ground-shaker.n.01')	Synset('archosaur.n.01')
Synset('musk_turtle.n.01')	Synset('reptile.n.01')-misc
Synset('touch_typing.n.01')	Synset('writing.n.04')-misc
Synset('katharevusa.n.01')	Synset('indo-european.n.02')
Synset('dolomite.n.01')	Synset('rock.n.02')
Synset('polarography.n.01')	Synset('investigation.n.02')
Synset('parer.n.02')	Synset('cutting_implement.n.01')
Synset('tettigoniidae.n.01')	Synset('arthropod_family.n.01')
Synset('stone.n.05')	Synset('unit_of_measurement.n.01')-misc
Synset('stone.n.06')	Synset('covering.n.01')
Synset('parotid_gland.n.01')	Synset('gland.n.01')
Synset('stag.n.02')	Synset('placental.n.01')-misc
Synset('phosphorus.n.01')	Synset('chemical_element.n.01')
Synset('cassava.n.03')	Synset('shrub.n.01')-misc
Synset('uruguayan_monetary_unit.n.01')	Synset('monetary_unit.n.01')-misc
Synset('genus_idesia.n.01')	Synset('dilleniid_dicot_genus.n.01')-misc
Synset('redcoat.n.01')	Synset('serviceman.n.01')
Synset('comparative_anatomy.n.01')	Synset('life_science.n.01')
Synset('invariability.n.02')	Synset('quality.n.01')-misc
Synset('obolus.n.01')	Synset('unit_of_measurement.n.01')-misc
Synset('dynasty.n.01')	Synset('kin.n.02')
Synset('national_institute_of_standards_and_technology.n.01')	Synset('agency.n.01')
Synset('euphuism.n.02')	Synset('writing_style.n.01')
Synset('euphuism.n.01')	Synset('expressive_style.n.01')-misc
Synset('knee_piece.n.01')	Synset('protective_covering.n.01')
Synset('baron.n.01')	Synset('aristocrat.n.01')
Synset('beguilement.n.02')	Synset('entertainment.n.01')
Synset('common_basil.n.01')	Synset('herb.n.01')-misc
Synset('ground_rule.n.01')	Synset('direction.n.06')
Synset('catcher.n.01')	Synset('player.n.01')
Synset('ideal_gas.n.01')	Synset('fluid.n.02')
Synset('thorium-228.n.01')	Synset('chemical_element.n.01')
Synset('crowberry.n.01')	Synset('shrub.n.01')-misc
Synset('centner.n.02')	Synset('unit_of_measurement.n.01')-misc
Synset('22-karat_gold.n.01')	Synset('mixture.n.01')
Synset('lumbago.n.01')	Synset('pain.n.01')
Synset('bureaucrat.n.01')	Synset('official.n.01')
Synset('probable_cause.n.01')	Synset('evidence.n.01')-misc
Synset('antipyresis.n.01')	Synset('care.n.01')
Synset('horseradish.n.02')	Synset('herb.n.01')-misc
Synset('factorial.n.01')	Synset('concept.n.01')-misc
Synset('perception.n.04')	Synset('cognition.n.01')-misc
Synset('clean_bill_of_health.n.01')	Synset('statement.n.01')-misc
Synset('dpt_vaccine.n.01')	Synset('substance.n.07')-misc
Synset('homopterous_insect.n.01')	Synset('homopterous_insect.n.01')
Synset('basketball_play.n.01')	Synset('plan.n.01')
Synset('links.n.01')	Synset('facility.n.01')
Synset('beryl.n.01')	Synset('mineral.n.01')-misc
Synset('double_bar.n.01')	Synset('mark.n.04')
Synset('tulipa.n.01')	Synset('liliid_monocot_genus.n.01')
Synset('hotbox.n.01')	Synset('support.n.10')-misc
Synset('cross_section.n.01')	Synset('magnitude.n.01')
Synset('cross_section.n.02')	Synset('information.n.02')-misc
Synset('cross_section.n.03')	Synset('measure.n.02')-misc
Synset('library.n.01')	Synset('room.n.01')
Synset('third_estate.n.01')	Synset('people.n.01')
Synset('library.n.03')	Synset('facility.n.01')
Synset('top-up.n.01')	Synset('indefinite_quantity.n.01')-misc
Synset('library.n.05')	Synset('building.n.01')-misc
Synset('chimariko.n.02')	Synset('amerind.n.01')
Synset('chimariko.n.01')	Synset('amerindian.n.01')
Synset('hedge_maple.n.01')	Synset('angiospermous_tree.n.01')-misc
Synset('coondog.n.01')	Synset('dog.n.01')
Synset('hyponymy.n.01')	Synset('linguistic_relation.n.01')
Synset('area.n.06')	Synset('magnitude.n.01')
Synset('silver_cord.n.01')	Synset('relation.n.01')-misc
Synset('countdown.n.01')	Synset('investigation.n.02')
Synset('area.n.05')	Synset('area.n.05')-misc
Synset('area.n.02')	Synset('content.n.05')-misc
Synset('area.n.03')	Synset('body_part.n.01')-misc
Synset('rachitis.n.01')	Synset('inflammation.n.01')
Synset('bailor.n.01')	Synset('person.n.01')-misc
Synset('pop-up_book.n.01')	Synset('work.n.02')
Synset('lunching.n.01')	Synset('bodily_process.n.01')-misc
Synset('array.n.04')	Synset('electrical_device.n.01')
Synset('declassification.n.01')	Synset('change_of_magnitude.n.01')
Synset('xy.n.01')	Synset('body.n.04')
Synset('occultist.n.01')	Synset('person.n.01')-misc
Synset('calabash.n.01')	Synset('fruit.n.01')-misc
Synset('mortality_table.n.01')	Synset('arrangement.n.02')-misc
Synset('mango.n.02')	Synset('edible_fruit.n.01')
Synset('air_cushion.n.02')	Synset('device.n.01')-misc
Synset('enterotoxin.n.01')	Synset('substance.n.07')-misc
Synset('mango.n.01')	Synset('fruit_tree.n.01')
Synset('family_therapy.n.01')	Synset('care.n.01')
Synset('bulrush.n.02')	Synset('aquatic_plant.n.01')
Synset('schoolyard.n.01')	Synset('tract.n.01')
Synset('recursive_definition.n.01')	Synset('statement.n.01')-misc
Synset('workweek.n.01')	Synset('time_period.n.01')-misc
Synset('one-millionth.n.01')	Synset('number.n.02')-misc
Synset('adult.n.01')	Synset('adult.n.01')-misc
Synset('jaconet.n.01')	Synset('fabric.n.01')-misc
Synset('grass_pink.n.01')	Synset('orchid.n.01')
Synset('sperm_oil.n.01')	Synset('animal_material.n.01')
Synset('draftsman.n.01')	Synset('skilled_worker.n.01')-misc
Synset('draftsman.n.02')	Synset('creator.n.02')
Synset('talking_head.n.01')	Synset('communicator.n.01')-misc
Synset('air_hole.n.02')	Synset('opening.n.10')
Synset('psychosurgery.n.01')	Synset('medical_procedure.n.01')
Synset('cocoa_powder.n.01')	Synset('food.n.02')-misc
Synset('lithography.n.02')	Synset('creation.n.01')
Synset('carboxylic_acid.n.01')	Synset('acid.n.01')
Synset('sloganeering.n.01')	Synset('communication.n.01')
Synset('chinese_goose.n.01')	Synset('waterfowl.n.01')
Synset('string_tie.n.01')	Synset('garment.n.01')-misc
Synset('white_lettuce.n.01')	Synset('herb.n.01')-misc
